field,acronym,gse,expansion,id,verified,acronym_attested,how
Condition,FTD,GSE79557,Ctrl-Neurons on FTD Astro,OOV-C-29106C10CC,True,False,expansion_in_gse
Condition,HC,GSE93683,Not Specified,,False,False,unsupported
Condition,HC,GSE73355,Not Specified,,False,False,unsupported
Condition,HC,GSE84655,Not Specified,,False,False,unsupported
Condition,HC,GSE14655,Not Specified,,False,True,unsupported
Condition,HC,GSE72375,Not Specified,,False,False,unsupported
Condition,HC,GSE83456,Not Specified,,False,False,unsupported
Condition,HC,GSE34885,Not Specified,,False,True,unsupported
Condition,HC,GSE94510,Not Specified,,False,False,unsupported
Condition,HC,GSE107344,Not Specified,,False,False,unsupported
Condition,HC,GSE141804,Not Specified,,False,True,unsupported
Condition,HC,GSE60753,Not Specified,,False,False,unsupported
Condition,HC,GSE87640,Not Specified,,False,True,unsupported
Condition,HC,GSE108497,Not Specified,,False,False,unsupported
Condition,HC,GSE86434,Not Specified,,False,False,unsupported
Condition,HC,GSE97075,Not Specified,,False,True,unsupported
Condition,HC,GSE111368,Not Specified,,False,False,unsupported
Condition,HC,GSE72374,Not Specified,,False,False,unsupported
Condition,HC,GSE72377,Not Specified,,False,False,unsupported
Condition,HC,GSE72376,Not Specified,,False,False,unsupported
Condition,COPD,GSE77344,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE92511,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE55962,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE123129,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE111790,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE108134,"Pulmonary Disease, Chronic Obstructive",D029424,False,False,unsupported
Condition,COPD,GSE148877,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE5058,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE56766,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE133513,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE64614,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE103174,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE137557,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE42057,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE56341,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE8581,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE70867,"Pulmonary Disease, Chronic Obstructive",D029424,False,False,unsupported
Condition,COPD,GSE112260,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE122957,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE56767,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE13896,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE148871,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE29133,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE36221,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE71220,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE11784,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE61397,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE151052,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE22047,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE100281,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE112811,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE8608,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE128708,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE27597,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,COPD,GSE69818,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,WT,GSE108170,Wild Type,,False,False,unsupported
Condition,CTL,GSE200539,Control,,False,True,unsupported
Condition,CTL,GSE63061,Control,,True,False,expansion_in_gse
Condition,CTL,GSE59630,Control,,True,False,expansion_in_gse
Condition,MPNST,GSE8717,Neurofibrosarcoma,D018319,True,False,expansion_in_gse
Condition,MPNST,GSE241224,Neurofibrosarcoma,D018319,True,False,expansion_in_gse
Condition,MPNST,GSE60082,Neurofibrosarcoma,D018319,True,False,expansion_in_gse
Condition,MPNST,GSE35852,Neurofibrosarcoma,D018319,False,False,unsupported
Condition,MPNST,GSE52777,Neurofibrosarcoma,D018319,False,False,unsupported
Condition,MPNST,GSE120684,Neurofibrosarcoma,D018319,True,False,expansion_in_gse
Condition,MPNST,GSE84205,Neurofibrosarcoma,D018319,True,False,expansion_in_gse
Condition,nonTD,GSE100665,Not Specified,,False,False,unsupported
Condition,CTRL,GSE113866,Control,,True,False,expansion_in_gse
Condition,CTRL,GSE125791,Control,,True,False,expansion_in_gse
Condition,CTRL,GSE113834,Control,,True,False,expansion_in_gse
Condition,MS,GSE83670,Multiple Sclerosis,D009103,True,False,expansion_in_gse
Condition,MS,GSE37750,Multiple Sclerosis,D009103,True,False,expansion_in_gse
Condition,MS,GSE75027,Multiple Sclerosis,D009103,False,True,unsupported
Condition,MS,GSE138064,Multiple Sclerosis,D009103,True,False,expansion_in_gse
Condition,MS,GSE2658,Multiple Sclerosis,D009103,False,False,unsupported
Condition,DMPM,GSE112154,DMPM frozen tumor specimen,OOV-C-196042C733,True,False,expansion_tokens_in_gse
Condition,PTSD,GSE845,"Stress Disorders, Post-Traumatic",D013313,True,False,expansion_in_gse
Condition,PTSD,GSE63878,"Stress Disorders, Post-Traumatic",D013313,True,False,expansion_in_gse
Condition,PTSD,GSE81761,"Stress Disorders, Post-Traumatic",D013313,True,False,expansion_in_gse
Condition,PTSD,GSE127208,"Stress Disorders, Post-Traumatic",D013313,False,False,unsupported
Condition,PTSD,GSE114852,"Stress Disorders, Post-Traumatic",D013313,True,False,expansion_in_gse
Condition,PTSD,GSE127711,"Stress Disorders, Post-Traumatic",D013313,True,False,expansion_in_gse
Condition,PTSD,GSE125216,"Stress Disorders, Post-Traumatic",D013313,False,False,unsupported
Condition,VIRUS,GSE60244,Virus Diseases,D014777,False,False,unsupported
Condition,VL,GSE77528,VL patient before treatment with pentavalent antimonial,OOV-C-9CC7B562CF,False,True,unsupported
Condition,NAFLD,GSE205645,Non-alcoholic Fatty Liver Disease,D065626,False,False,unsupported
Condition,NAFLD,GSE61256,Non-alcoholic Fatty Liver Disease,D065626,False,False,unsupported
Condition,NAFLD,GSE48325,Non-alcoholic Fatty Liver Disease,D065626,True,False,expansion_in_gse
Condition,DCIS,GSE72205,"Carcinoma, Intraductal, Noninfiltrating",D002285,True,False,expansion_in_gse
Condition,DCIS,GSE31892,"Carcinoma, Intraductal, Noninfiltrating",D002285,True,False,expansion_in_gse
Condition,DCIS,GSE21422,"Carcinoma, Intraductal, Noninfiltrating",D002285,True,False,expansion_in_gse
Condition,DCIS,GSE66746,"Carcinoma, Intraductal, Noninfiltrating",D002285,True,False,expansion_in_gse
Condition,HNSCC,GSE27501,Squamous Cell Carcinoma of Head and Neck,D000077195,True,False,expansion_in_gse
Condition,HNSCC,GSE212550,Squamous Cell Carcinoma of Head and Neck,D000077195,True,False,expansion_in_gse
Condition,HNSCC,GSE107591,Squamous Cell Carcinoma of Head and Neck,D000077195,True,False,expansion_in_gse
Condition,HNSCC,GSE109756,Squamous Cell Carcinoma of Head and Neck,D000077195,True,False,expansion_in_gse
Condition,HNSCC,GSE62027,Squamous Cell Carcinoma of Head and Neck,D000077195,True,False,expansion_in_gse
Condition,HNSCC,GSE88833,Squamous Cell Carcinoma of Head and Neck,D000077195,True,False,expansion_in_gse
Condition,HNSCC,GSE88831,Squamous Cell Carcinoma of Head and Neck,D000077195,True,False,expansion_in_gse
Condition,HNSCC,GSE38270,Squamous Cell Carcinoma of Head and Neck,D000077195,True,False,expansion_in_gse
Condition,HNSCC,GSE53355,Squamous Cell Carcinoma of Head and Neck,D000077195,True,False,expansion_in_gse
Condition,HNSCC,GSE70186,Squamous Cell Carcinoma of Head and Neck,D000077195,True,False,expansion_in_gse
Condition,HNSCC,GSE178154,Squamous Cell Carcinoma of Head and Neck,D000077195,True,False,expansion_in_gse
Condition,HNSCC,GSE2837,Squamous Cell Carcinoma of Head and Neck,D000077195,True,False,expansion_in_gse
Condition,HNSCC,GSE178153,Squamous Cell Carcinoma of Head and Neck,D000077195,True,False,expansion_in_gse
Condition,HNSCC,GSE182734,Squamous Cell Carcinoma of Head and Neck,D000077195,True,False,expansion_in_gse
Condition,HNSCC,GSE3292,Squamous Cell Carcinoma of Head and Neck,D000077195,True,False,expansion_in_gse
Condition,HNSCC,GSE40005,Squamous Cell Carcinoma of Head and Neck,D000077195,True,False,expansion_in_gse
Condition,HNSCC,GSE9600,Squamous Cell Carcinoma of Head and Neck,D000077195,True,False,expansion_in_gse
Condition,HNSCC,GSE33205,Squamous Cell Carcinoma of Head and Neck,D000077195,True,False,expansion_in_gse
Condition,HNSCC,GSE84713,Squamous Cell Carcinoma of Head and Neck,D000077195,True,False,expansion_tokens_in_gse
Condition,HNSCC,GSE212549,Squamous Cell Carcinoma of Head and Neck,D000077195,True,False,expansion_in_gse
Condition,HNSCC,GSE160919,Squamous Cell Carcinoma of Head and Neck,D000077195,True,False,expansion_in_gse
Condition,TUMOR,GSE77475,Neoplasms,D009369,True,False,expansion_in_gse
Condition,FASD,GSE80261,Fetal Alcohol Spectrum Disorders,D063647,True,False,expansion_in_gse
Condition,LGD,GSE89181,Not Specified,,False,True,unsupported
Condition,AOA,GSE61160,Not Specified,,False,False,unsupported
Condition,AOA,GSE48461,Not Specified,,False,True,unsupported
Condition,GERD,GSE72872,Gastroesophageal Reflux,D005764,False,False,unsupported
Condition,ARDS,GSE67530,Respiratory Distress Syndrome,D012128,True,False,expansion_in_gse
Condition,ARDS,GSE76293,Respiratory Distress Syndrome,D012128,True,False,expansion_in_gse
Condition,CCC,GSE228782,Not Specified,,False,False,unsupported
Condition,MELAS,GSE42986,MELAS Syndrome,D017241,False,False,unsupported
Condition,nonPD,GSE54282,Not Specified,,False,True,unsupported
Condition,NGT,GSE19420,Not Specified,,False,True,unsupported
Condition,NGT,GSE182120,Not Specified,,False,True,unsupported
Condition,NGT,GSE27949,Not Specified,,False,False,unsupported
Condition,STEMI,GSE109048,ST Elevation Myocardial Infarction,D000072657,True,False,expansion_in_gse
Condition,STEMI,GSE62646,ST Elevation Myocardial Infarction,D000072657,True,False,expansion_in_gse
Condition,NTC,GSE129978,Not Specified,,False,False,unsupported
Condition,NoVAP,GSE30385,Not Specified,,False,False,unsupported
Condition,SR1,GSE143240,I3P + SR1,OOV-C-F50B699C7A,False,True,unsupported
Condition,ADHD,GSE52889,Attention Deficit Disorder with Hyperactivity,D001289,True,False,expansion_in_gse
Condition,ADHD,GSE18123,Attention Deficit Disorder with Hyperactivity,D001289,False,False,unsupported
Condition,ADHD,GSE205129,Attention Deficit Disorder with Hyperactivity,D001289,True,False,expansion_in_gse
Condition,NEC,GSE247523,Not Specified,,False,False,unsupported
Condition,NEC,GSE80796,Not Specified,,False,False,unsupported
Condition,NonTD,GSE148450,Not Specified,,False,False,unsupported
Condition,UVB,GSE193090,UVB stimulated,ART-C-03893,True,False,expansion_in_gse
Condition,PPROM,GSE149437,Premature Rupture of Fetal Membranes,D005322,False,False,unsupported
Condition,NEG,GSE227080,Not Specified,,False,False,unsupported
Condition,ICL,GSE56998,ICL patients,ART-C-04568,True,False,expansion_in_gse
Condition,ATLL,GSE52244,"Leukemia-Lymphoma, Adult T-Cell",D015459,True,False,expansion_in_gse
Condition,ATLL,GSE87434,"Leukemia-Lymphoma, Adult T-Cell",D015459,True,False,expansion_in_gse
Condition,IDDM,GSE3447,"Diabetes Mellitus, Type 1",D003922,False,False,unsupported
Condition,CCL,GSE76546,Not Specified,,False,False,unsupported
Condition,PNET,GSE33903,"Neuroectodermal Tumors, Primitive",D018242,True,False,expansion_in_gse
Condition,PNET,GSE35218,"Neuroectodermal Tumors, Primitive",D018242,True,False,expansion_in_gse
Condition,AIDS,GSE4755,Acquired Immunodeficiency Syndrome,D000163,True,False,expansion_in_gse
Condition,AIDS,GSE16363,Acquired Immunodeficiency Syndrome,D000163,True,False,expansion_in_gse
Condition,COPDs,GSE130928,"Pulmonary Disease, Chronic Obstructive",D029424,True,False,expansion_in_gse
Condition,CDc,GSE16879,Not Specified,,False,True,unsupported
Condition,OCCC,GSE29175,Not Specified,,False,True,unsupported
Condition,NDA,GSE58867,Not Specified,,False,False,unsupported
Condition,pPROM,GSE73685,Premature Rupture of Fetal Membranes,D005322,False,False,unsupported
Condition,NOMID,GSE27864,Cryopyrin-Associated Periodic Syndromes,D056587,True,False,expansion_in_gse
Condition,CGL,GSE39825,Not Specified,,False,True,unsupported
Treatment,DMSO,GSE187285,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE60952,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE28642,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE188406,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE103018,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE78704,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE106470,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE97331,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE59341,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE66625,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE37373,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE26884,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE8928,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE40233,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE49414,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE69849,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE149784,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE59297,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE78868,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE59077,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE150475,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE86880,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE28185,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE98523,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE84051,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE104374,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE52563,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE41315,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE109511,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE27209,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE227986,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE76675,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE73923,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE41889,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE87879,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE57721,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE109010,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE67986,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE60742,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE50928,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE16179,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE27071,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE92909,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE179924,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE153883,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE207381,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE103504,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE41364,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE93677,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE41062,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE161536,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE187001,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE155779,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE78703,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE25866,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE36911,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE74297,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE72959,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE87154,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE104610,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE233924,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE83642,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE77209,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE119279,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE63480,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE58038,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE45199,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE134716,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE44867,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE26313,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE78943,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE140175,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE196128,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE75197,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE32079,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE13987,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE144235,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE44597,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE98065,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE33643,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE208593,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE39962,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE32369,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE50010,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE74609,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE64001,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE697,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE69850,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE234103,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE75960,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE65562,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE119284,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE118908,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE86445,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE52882,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE104783,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE46346,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE59502,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE127760,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE50791,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE115468,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE148186,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE64123,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE39995,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE40635,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE79641,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE66294,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE97707,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE92736,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE56630,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE115406,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE60488,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE53455,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE158394,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE81217,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE110134,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE62062,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE75078,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE83491,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE76293,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE96793,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE134742,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE84440,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE60124,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE66423,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE56954,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE45981,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE79057,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE5258,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE81235,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE21891,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE80987,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE168780,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE133120,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE103993,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE63229,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE96792,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE137247,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE63664,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE31019,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE217046,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE70263,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE57203,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE105411,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE84205,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE216508,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE48990,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE46909,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE129279,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE50378,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE72167,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE35242,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE106855,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE57156,Dimethyl Sulfoxide,D004121,False,False,unsupported
