item,field,raw_value,assigned_id,instances
420,Treatment,POST-CHEM-RAD,OOV-X-BED4495585,90
421,Treatment,Crisaborole,OOV-X-A0BF07B576,102
422,Tissue,Tumor tissue,OOV-T-744B89AF51,103
423,Treatment,PI-103 0.04µM,OOV-X-FA6DF5B2C0,72
424,Treatment,XMD16-144 1.11µM,OOV-X-B7C17696C3,56
425,Tissue,sorted CLL PBMCs,OOV-T-BF74FC1346,118
426,Condition,MCI,ART-C-00369,120
427,Tissue,colorectal cancer metastasis,OOV-T-5321489A04,257
428,Tissue,CD4+ Tcells,OOV-T-DD6B564FF3,339
429,Treatment,NU-7441 0.04µM,OOV-X-70501C2F21,54
430,Treatment,pelitinib 0.12µM,OOV-X-00A3CB2DC9,57
431,Condition,malignant,OOV-C-E138B10FCA,142
432,Tissue,LCL,ART-T-00126,204
433,Condition,FSGS,ART-C-03145,73
434,Treatment,AS-605240 3.33µM,OOV-X-C181F7A828,72
435,Treatment,PPROM group,OOV-X-F5EC296B50,59
436,Treatment,Smoker,OOV-X-6D9285066E,130
437,Tissue,human monocyte cell line,OOV-T-22279317B5,178
438,Condition,prostate adenocarcinoma,OOV-C-990479A14D,177
439,Treatment,IVF,ART-X-22335,167
440,Condition,non-tumor tissue,OOV-C-D31D74DD36,55
441,Treatment,healthy bone marrow,OOV-X-61ED550CF8,51
442,Condition,healthy donors,OOV-C-2ED1735684,509
443,Condition,high BLL,OOV-C-DD14A97124,65
444,Condition,Colorecal Cancer,OOV-C-2D027C3562,400
445,Tissue,Colorectal Cancer,OOV-T-4AEBAD3347,434
446,Treatment,torin-2 0.37µM,OOV-X-0B9CDC47ED,51
447,Treatment,HG-6-64-01 10µM,OOV-X-986996A10E,58
448,Treatment,healthy buccal,OOV-X-E30C2B3722,89
449,Treatment,never smoker,OOV-X-5E6AAF6D82,95
450,Treatment,CTLA4 treated patient plasma,OOV-X-3FC072F285,165
451,Condition,Stage II; COPD,OOV-C-AD65A932DB,68
452,Treatment,TG-101348 0.37µM,OOV-X-93E100F3CE,58
453,Tissue,neuroblastoma,OOV-T-A5FAD67B7A,363
454,Treatment,geldanamycin 100nM,OOV-X-7070DBCB99,93
455,Condition,colon adenocarcinoma stage II,OOV-C-01794C886B,90
456,Treatment,nilotinib 1.11µM,OOV-X-76ADB51DCA,57
457,Treatment,GSK-1059615 10µM,OOV-X-911273EFBF,220
458,Treatment,GSK-2126458 0.12µM,OOV-X-DCFF53D1D2,72
459,Condition,Possible AD,OOV-C-B428B19DC8,246
460,Treatment,doce; herceptin,OOV-X-06805C89F8,50
461,Treatment,KIN001-043 0.12µM,OOV-X-1556848C5D,73
462,Treatment,NF1; 2µL,OOV-X-FD9827B1F3,53
463,Treatment,CP-724714 0.37µM,OOV-X-0D55C0ECA2,51
464,Condition,Diseased,OOV-C-093E7BCEBD,425
465,Tissue,WBC,ART-T-00423,72
466,Tissue,triple negative breast cancer (TNBC),OOV-T-D15585BD9F,98
467,Treatment,CP466722 0.37µM,OOV-X-F7235D3198,55
468,Treatment,VPA,ART-X-02738,67
469,Treatment,GSK-2126458 1.11µM,OOV-X-95A3DC9124,71
470,Tissue,invasive ductal carcinomas (IDC),OOV-T-C69B9C31AC,97
471,Treatment,NVP-TAE684 1.11µM,OOV-X-2EF38A7F97,74
472,Treatment,bmi: 25-29.99,OOV-X-18352F23DB,77
473,Tissue,peripheral PBMC,OOV-T-BAAE6DF038,885
474,Treatment,torin-2 0.12µM,OOV-X-39600A4F27,53
475,Treatment,wP-FEC,OOV-X-8BB2E371E2,232
476,Condition,smoker,OOV-C-24C738EAD4,898
477,Treatment,JNK-9L 0.04µM,OOV-X-5587C6C4AA,69
478,Treatment,CAMK1 2µL,OOV-X-BA93E24A54,62
479,Condition,bpd; Severe,OOV-C-4E67A88C49,97
480,Treatment,foretinib 0.37µM,OOV-X-355942A659,55
481,Condition,SIRS; sepsis; septic shock,OOV-C-A7E8B10B1C,65
482,Condition,recent-onset (RO) T1D,OOV-C-1661CC84C1,195
483,Treatment,belinostat 10µM,OOV-X-384091DC24,57
484,Tissue,acute lymphoblastic leukemia,OOV-T-51F12B7DD9,88
485,Treatment,IgG-coated latex beads,OOV-X-6DAC7C9FB9,53
486,Treatment,AZD-8055 0.04µM,OOV-X-E37652A97C,71
487,Treatment,LPS; aCD3-aCD28; aIL10R,OOV-X-CB8807375F,71
488,Condition,Stage IV; Stage III,OOV-C-B1C8493E3C,77
489,Treatment,non-rejecting diagnosis,OOV-X-A2C84BFE3D,222
490,Treatment,NU-7441 10µM,OOV-X-E7E5CE93C2,57
491,Treatment,"fractional dose of 10mg RTS,S/AS01 at Week 8; ChAd63 ME-TRAP at Week 0; MVA ME-TRAP at Week 4 and 8",OOV-X-E037902A8D,69
492,Tissue,CD34+ cells,OOV-T-43D7C5B608,344
493,Tissue,Myocard,OOV-T-0E504DA222,68
494,Tissue,Wilms tumor tissue,OOV-T-67BAC66848,53
495,Treatment,AZD-7762 3.33µM,OOV-X-DD28954F23,74
496,Condition,Carrier,OOV-C-E29EAC81E8,250
497,Tissue,PB_MNC,OOV-T-D65B9FBE25,96
498,Treatment,chronically high in PSI,OOV-X-BCEC6065A4,57
499,Condition,primary CNS lymphoma; metastatic dlbcl in cns,OOV-C-1FB270AFEE,50
500,Condition,RRMS,ART-C-01401,566
