item,field,raw_value,assigned_id,instances
413,Treatment,WH-4-025 0.12µM,OOV-X-605B699629,56
414,Condition,metastatic,OOV-C-5ED7706D6F,91
415,Condition,post-vaccination,OOV-C-3288EF1DB9,306
416,Treatment,LY 120 mg once in 2 weeks,OOV-X-8401F9E349,304
417,Tissue,gliomasphere culture,OOV-T-01A95FBC3B,71
418,Treatment,siControl,OOV-X-1D40337AD2,247
419,Treatment,CCI-779,OOV-X-B6333834AA,99
420,Treatment,KRT19,ART-X-14248,65
421,Treatment,barasertib 0.12µM,OOV-X-98E3017AE2,52
422,Tissue,Cord Blood CD34+ cells,OOV-T-9A99D93E80,53
423,Tissue,human dermal papilla cells,OOV-T-5085FE5E35,140
424,Treatment,BMS-387032 3.33µM,OOV-X-CF85F1FF2A,71
425,Tissue,blasts,OOV-T-F9E33EE2F0,90
426,Treatment,altered gravity conditions,OOV-X-1ED6A40436,53
427,Tissue,Primary diffuse large B-cell lymphoma tissue,OOV-T-ACC512EE16,64
428,Treatment,AS-601245 0.04µM,OOV-X-C67E6E2829,58
429,Treatment,QL-XII-47 3.33µM,OOV-X-C4EB72BC82,75
430,Condition,Luminal B,OOV-C-BBBE490555,53
431,Tissue,medulloblastoma,OOV-T-6B55FBF677,2510
432,Treatment,CHIR-99021 0.12µM,OOV-X-7212F20239,69
433,Condition,tumor tissue,OOV-C-DBE0FEA24D,87
434,Tissue,HDFa,ART-T-00174,50
435,Condition,Normal,OOV-C-4151FED50D,6040
436,Treatment,RT/PCV,OOV-X-ADA5204F3D,68
437,Tissue,meningioma,OOV-T-341C13EFB2,361
438,Condition,rejection,OOV-C-B90B37A24D,116
439,Condition,HIV positive,OOV-C-27B01E968F,107
440,Condition,PMF,ART-C-02123,63
441,Treatment,Post-injection,OOV-X-84B1B9CBD8,110
442,Treatment,PHA,ART-X-00137,51
443,Treatment,hypoxia,OOV-X-5B3DAADC79,287
444,Tissue,Primary ILC breast cancer,OOV-T-77D1209972,131
445,Treatment,Pretreatment,OOV-X-518645D4D4,134
446,Treatment,CP466722 1.11µM,OOV-X-272B0084F5,54
447,Condition,Prostate_Adenocarcinoma; adjacent normal,OOV-C-60D61E6158,167
448,Tissue,human melanoma,OOV-T-E8DF378D89,55
449,Condition,Elite Controller,OOV-C-051BA356DD,85
450,Treatment,Pre-vaccine,OOV-X-A3E8EF7747,174
451,Condition,SLE,ART-C-00214,4683
452,Tissue,normal,OOV-T-B5334585E4,71
453,Condition,RR,ART-C-04131,76
454,Tissue,CNS-PNET,OOV-T-D113A02F41,321
455,Tissue,colorectal tissue,OOV-T-5A6E54BB2A,73
456,Condition,Adjacent normal tissue,OOV-C-DE5C934BC0,135
457,Treatment,1nM DHT,OOV-X-A07B52B36D,69
458,Treatment,GW-843682X 1.11µM,OOV-X-FE6553181B,71
459,Condition,healthy nonsmokers; healthy smokers,OOV-C-03A97C2036,85
460,Treatment,HDAC1 2µL,OOV-X-184300450D,62
461,Tissue,Primary T-ALL cells,OOV-T-91FCF1CC1F,80
462,Treatment,PMA,ART-X-03049,67
463,Condition,cancerCells,OOV-C-3FF5FF19AE,598
464,Treatment,Cardioembolic Stroke,OOV-X-661E30CE14,58
465,Tissue,testicular biopsy,OOV-T-52EA9E75DF,65
466,Treatment,olaparib 0.12µM,OOV-X-5BAE273E54,78
467,Condition,NSOI,ART-C-05418,102
468,Treatment,OSI-027 0.12µM,OOV-X-91F22F2F3B,73
469,Treatment,canertinib 0.37µM,OOV-X-C4354AABBC,73
470,Tissue,CD4 T cells isolated from PBMC,OOV-T-E54DA1F4CF,144
471,Tissue,B-cell lymphoma,OOV-T-364638F2F3,144
472,Condition,Non-functional PanNET,OOV-C-0186047D2B,63
473,Condition,low-grade gliomas,OOV-C-4C2C15DC0D,149
474,Tissue,Colorectal cancer tissue,OOV-T-047A1CCE46,150
475,Condition,Placebo,OOV-C-B72A97C521,813
476,Condition,primary lung tumor,OOV-C-932C20B3DC,112
477,Treatment,olaparib 10µM,OOV-X-E2498DFA6C,73
478,Condition,term,OOV-C-82479B599D,226
479,Condition,CN-AML,OOV-C-695D20E2F6,103
480,Tissue,Follicular Lymphoma,OOV-T-CA2EC930BD,219
481,Treatment,CF,ART-X-32478,136
482,Treatment,PIK-93 0.04µM,OOV-X-49A39E64E5,56
483,Treatment,QL-X-138 1.11µM,OOV-X-F3FDBB00F8,68
484,Condition,NSCLC; Stage 1A,OOV-C-DD612AE145,156
485,Condition,current smoker,OOV-C-6FD2C2B985,196
486,Treatment,Former Smoker; >=15y time since quit,OOV-X-E69C910B07,84
487,Treatment,dovitinib 3.33µM,OOV-X-28B3AB3217,52
488,Condition,Normal Weight,OOV-C-84968B59C6,68
489,Treatment,CYT387 1.11µM,OOV-X-2E2A2606A0,54
490,Condition,normal skin from controls,OOV-C-99E4DDA783,64
491,Tissue,hSKMCs,OOV-T-85CAD4C439,56
492,Condition,vehicle,OOV-C-B729CA43B1,54
493,Treatment,2Gy,OOV-X-A43492059E,321
494,Condition,healthy overweight,OOV-C-4A85C24EAB,630
495,Treatment,neratinib 3.33µM,OOV-X-04DE45E589,55
496,Treatment,EGFP,ART-X-07257,150
497,Tissue,Naïve CD4+ T cell,OOV-T-BB54E06395,140
498,Treatment,NVP-AEW541 0.37µM,OOV-X-3FBBAB003B,55
499,Condition,lean,OOV-C-8419E97E49,271
500,Tissue,B cells,OOV-T-5903035FD9,605
