item,field,raw_value,assigned_id,instances
430,Condition,Primitive tumor; Primitive Breast Cancer Tumor,OOV-C-E78F20864B,163
431,Treatment,Tam,ART-X-04644,239
432,Tissue,Breast adenocarcinoma,OOV-T-8EF711E339,370
433,Treatment,media only,OOV-X-5CFF60AF5D,203
434,Tissue,PB CD34+ cells,OOV-T-3E405A23DB,51
435,Treatment,hormtx,OOV-X-98CE4C38BE,208
436,Treatment,KIN001-043 3.33µM,OOV-X-72899F32E0,72
437,Treatment,PD-0325901 0.37µM,OOV-X-B4CD57DF30,231
438,Treatment,ID clinical activity,OOV-X-8F51350EE7,114
439,Tissue,Haematopoietic &amp; Lymphoid,OOV-T-A49B63692D,61
440,Treatment,PF-431396 1.11µM,OOV-X-E01C64F07B,55
441,Tissue,Human myeloma bone marrow cell lines,OOV-T-9BCB063E41,99
442,Condition,GBM; Grade 4,OOV-C-A0A7E0BC48,134
443,Condition,obese,ART-C-00136,283
444,Condition,ccRCC,ART-C-00045,232
445,Treatment,JW-7-24-1 3.33µM,OOV-X-5ED67F45F0,60
446,Treatment,brivanib 0.12µM,OOV-X-52B959EDF3,58
447,Condition,HCHF diet,OOV-C-49B6C59F06,86
448,Tissue,low-grade glioma,OOV-T-A212E320E1,166
449,Tissue,leukemic blasts,OOV-T-E4C34D6529,106
450,Treatment,HEALTHY_NORDIC diet,OOV-X-6E99A45011,79
451,Condition,COPD Stage II Moderate,OOV-C-A087E5D570,71
452,Treatment,XMD-1150 0.37µM,OOV-X-A8D2E9B0A9,73
453,Tissue,tumour biopsies,OOV-T-A12B9E68A6,75
454,Treatment,AS01B,ART-X-26101,115
455,Tissue,primary DLBCL,OOV-T-B74560B05D,118
456,Treatment,neratinib 0.12µM,OOV-X-28ADC0EAF6,58
457,Treatment,16MU IFN-beta (500 ug),OOV-X-6C40CD8396,77
458,Condition,NP,ART-C-07497,70
459,Treatment,10ng/mL of BMP4; 12ng/mL bFGF,OOV-X-4D507386F4,58
460,Tissue,neuroretina,OOV-T-FD8082F862,93
461,Treatment,linifanib 10µM,OOV-X-30B1B9E3FE,71
462,Treatment,AKT1 2µL,OOV-X-7D77A7F653,51
463,Treatment,ZEB1,ART-X-14245,50
464,Treatment,XMD11-85H 0.04µM,OOV-X-E3BD434A18,50
465,Treatment,CIC 2µL,OOV-X-BDBB41A19E,62
466,Treatment,withaferin-a 10µM,OOV-X-20E86F0124,127
467,Treatment,BYL719 10µM,OOV-X-3632909059,58
468,Treatment,culturing medium,OOV-X-A3EF8A275D,59
469,Treatment,MK2206,OOV-X-CA1F0B5211,70
470,Condition,methamphetamine dependence,OOV-C-D9B2B0E8A1,122
471,Treatment,buparlisib 3.33µM,OOV-X-5E8D8156C2,59
472,Tissue,Normal,OOV-T-B5334585E4,81
473,Condition,600kbdel,OOV-C-6546BCEDB9,50
474,Condition,Braak NFT stage 0,OOV-C-528E449268,78
475,Treatment,CHIR-99021 1.11µM,OOV-X-B0D866537C,71
476,Condition,AML; FAB M2,OOV-C-4B179E6484,76
477,Condition,MIM,ART-C-00373,75
478,Condition,normal prostate tissue adjacent to tumor,OOV-C-5305FDB6C7,181
479,Treatment,enzastaurin 0.12µM,OOV-X-F19462A7D8,57
480,Treatment,CSP,ART-X-08280,185
481,Treatment,WH-4-025 0.04µM,OOV-X-225D134715,57
482,Treatment,JUN; 2µL,OOV-X-C00D4537C9,62
483,Condition,s-CNI,OOV-C-04D6E928AD,76
484,Treatment,postTZD,OOV-X-A405FFB684,91
485,Treatment,post-vaccination,OOV-X-5AD921C5CC,55
486,Treatment,Media,ART-X-00118,179
487,Condition,Healthy Obese,OOV-C-828015C137,51
488,Condition,prostate_cancer,OOV-C-2F16BB4B10,160
489,Treatment,2mM CI-1040,OOV-X-4DACDD4C96,62
490,Condition,Colorectal cancer liver metastasis,OOV-C-7B7A2709DE,173
491,Condition,unstimulated,OOV-C-19B1977B36,65
492,Condition,distance from the tumor,OOV-C-D31348EBCD,91
493,Treatment,linsitinib 1.11µM,OOV-X-A10A9E4F17,59
494,Treatment,YM-201636 3.33µM,OOV-X-B7BEC2FA32,56
495,Condition,SGA,ART-C-00299,108
496,Treatment,11.2186um,OOV-X-EF9E9C713E,52
497,Treatment,Southern Han group,OOV-X-366BB54CA6,50
498,Treatment,QL-X-138 0.12µM,OOV-X-159A91D644,69
499,Condition,AML with normal karyotype,OOV-C-0B205F0E18,252
500,Tissue,BAL cells,OOV-T-FCB314A9DA,85
