item,field,raw_value,assigned_id,instances
420,Treatment,GSK-1904529A 0.37µM,OOV-X-3A93F7C537,70
421,Treatment,XMD11-85H 0.37µM,OOV-X-5A0DC4D2DD,64
422,Tissue,neuronal progenitor cells,OOV-T-3EF6864093,2072
423,Condition,Non-tumor,OOV-C-8F4BC153BC,57
424,Tissue,peripheral NK cells,OOV-T-7AC5AD8083,69
425,Treatment,dovitinib 1.11µM,OOV-X-7F27C885DA,54
426,Condition,early stage CRC,OOV-C-8C7EA0719C,56
427,Tissue,human myeloma cell,OOV-T-E5A471AE7A,331
428,Tissue,endometrial cancer tissue,OOV-T-B423AB1B6B,160
429,Condition,Non-involved (apparently normal),OOV-C-F41CF6FC18,303
430,Condition,normal prostate,OOV-C-5C1E87EC6C,81
431,Treatment,PHA-793887 0.12µM,OOV-X-CA12F45AC2,72
432,Condition,Normal kidney tissue,OOV-C-27FECAC37E,53
433,Tissue,CRC tumor,OOV-T-C5800BB7BD,484
434,Tissue,CD19-enriched CLL patient sample,OOV-T-57DE82B1D8,300
435,Tissue,descendens,OOV-T-006A2174EF,53
436,Tissue,tubulo interstitium from kidney biopsy,OOV-T-FCC1F559E3,173
437,Treatment,olaparib 0.37µM,OOV-X-F180E9BD65,77
438,Treatment,MK-2206 3.33µM,OOV-X-644E0D259D,71
439,Tissue,large B-cell lymphoma tissue,OOV-T-8ED3E2829B,180
440,Treatment,Young agegroup,OOV-X-360782D973,110
441,Condition,Prostate,OOV-C-11325FA98B,180
442,Tissue,lymphoblastoid cell lines,OOV-T-E3103FC62D,139
443,Tissue,Colorectal cancer,OOV-T-4AEBAD3347,59
444,Condition,LM CRC,OOV-C-0230A8117F,529
445,Condition,definite AD,OOV-C-560261BC69,362
446,Condition,Normal mucosa,OOV-C-6A4944D94D,64
447,Treatment,PD-173074 0.37µM,OOV-X-73CE9266CF,72
448,Tissue,Melanoma,OOV-T-BE6317CA42,164
449,Treatment,GDC-0941 3.33µM,OOV-X-D606F69CC3,73
450,Treatment,relapse 1,OOV-X-156E1E3E06,229
451,Tissue,CD3+ T-cells,OOV-T-72122F77EB,76
452,Treatment,PIK-93 3.33µM,OOV-X-DFEF30E387,58
453,Condition,Term,OOV-C-82479B599D,70
454,Tissue,HNSCC,ART-T-00178,176
455,Tissue,CRC PDX,OOV-T-0CDF74619F,119
456,Condition,AML,ART-C-00163,3494
457,Treatment,AZD-8330 3.33µM,OOV-X-317020ADD1,56
458,Condition,SCLC,ART-C-00711,180
459,Condition,Prostate_Adenocarcinoma,OOV-C-990479A14D,64
460,Tissue,Pediatric B-Precursor High-Risk Acute Lymphoblastic Leukemia,OOV-T-B0176C1902,283
461,Condition,B-cell acute lymphoblastic leukemia,OOV-C-9DD6B0D353,65
462,Treatment,TGX-221 10µM,OOV-X-3A2B6A379B,54
463,Condition,Myeloma,OOV-C-BC649C6F57,177
464,Tissue,UPN727 cells,OOV-T-B1A1523325,978
465,Treatment,healthy healthy_vs_disease,OOV-X-C0C2D6A301,154
466,Condition,healthy volunteer,OOV-C-CDFF8C0428,800
467,Tissue,MSC,ART-T-00193,88
468,Treatment,MK-2206 0.12µM,OOV-X-3D3811AAD4,72
469,Condition,OPSCC Case,OOV-C-60F42B80EC,152
470,Condition,CLAD,ART-C-02519,90
471,Tissue,transbronchial biopsy,OOV-T-228FEAE9BF,205
472,Treatment,brivanib 0.37µM,OOV-X-D5B5B9C1A8,53
473,Tissue,GBM tumor,OOV-T-C08D0DD234,99
474,Treatment,entry clinical status,OOV-X-2E18B1423E,50
475,Tissue,clear cell renal cell carcinoma,OOV-T-BD2BC85C25,306
476,Treatment,veliparib 1.11µM,OOV-X-3C182F6D99,78
477,Tissue,chondrosarcoma,OOV-T-5951B58194,50
478,Treatment,CIMP+ status,OOV-X-51AE83E82B,85
479,Treatment,GTU-MultiHIV B / MVA HIV-B,OOV-X-0502FFD5D0,110
480,Condition,tumour,OOV-C-0F87DACC0D,467
481,Treatment,PLKO,ART-X-05771,70
482,Tissue,Malignant glioma clone,OOV-T-FD9ED08241,134
483,Condition,colon cancer mouse xenograft,OOV-C-F16E7457A3,57
484,Treatment,SIVmac251,OOV-X-CA01637C0B,572
485,Condition,adjacent normal tissue,OOV-C-DE5C934BC0,109
486,Tissue,VDH15 oral carcinoma cell line,OOV-T-ABA3F1B2AF,97
487,Treatment,exercise,OOV-X-7B181D2BB4,110
488,Condition,normal kidney,OOV-C-B2A38A8C0D,78
489,Treatment,JW-7-24-1 0.37µM,OOV-X-9B919CEC43,66
490,Treatment,AT-7519 0.37µM,OOV-X-D3AE8BC206,73
491,Treatment,MRKAd5/HIV,OOV-X-7970A71B59,64
492,Treatment,High dose,OOV-X-65ABFF9FBF,160
493,Treatment,MVA85A vaccination,OOV-X-E7AE104590,85
494,Treatment,MDM2,ART-X-22088,56
495,Condition,preterm delivery,OOV-C-0E13B044D9,52
496,Treatment,enzastaurin 10µM,OOV-X-BF4AC464D3,57
497,Treatment,third vaccination,OOV-X-B5C0576515,89
498,Treatment,FOLFOX,OOV-X-094DED40D3,57
499,Treatment,fostamatinib 0.37µM,OOV-X-978D95016A,71
500,Treatment,PIK-93 0.37µM,OOV-X-FEAB9E53E0,53
